"State","Municipality","Name Id","Place Name","Place Name Status","Feature Type Code","Feature Type","Longitude","Latitude","Place Id","Historical Information","Origin Language","Australian Indigenous Language","Anzac Related Name","Date First Recorded Day","Date First Recorded Month","Date First Recorded Year","Source","Author","Title","Date Published Day","Date Published Month","Date Published Year","Publisher","Place of Publication","Pages(s)","Editor","Chapter Title","Journal Name","Issue","Year","Newspaper","File Number","Site Owner","Page Title","Site Title","Url","Location","Type of Artefact","Cartographer","Scale","Informant","Tape Title","Tape Number","Municipal Name","Endorsed by Council","Council Minutes","Organisation Name","Endorsed by GPNAP"
"VIC","KNOX CITY","116634","CHARLIE BROWN CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.221414","-37.87663","116389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","GLEN EIRA CITY","116636","CHAYAS CRECHE","RECORDED","CHCA","CHILD CARE","145.00881","-37.878406","116391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","KINGSTON CITY","116638","CHELSEA CENTRAL CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.121372","-38.05376","116393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","CASEY CITY","116647","CHILDRENS DOMAIN CHILD CARE & EARLY LEARNING CENTRE","RECORDED","CHCA","CHILD CARE","145.360758","-38.030073","116402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MAROONDAH CITY","116652","CHOKLITS CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.223818","-37.832137","116407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","CASEY CITY","116662","CITY OF CASEY CHILD CARE COMPLEX","RECORDED","CHCA","CHILD CARE","145.306467","-38.023785","116417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","CASEY CITY","116666","CLARENDON STREET COMMUNITY CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.27611","-38.104598","116421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","KINGSTON CITY","116670","CLAYTON SOUTH CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.13122","-37.933502","116425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","YARRA CITY","116673","CLIFTON CHILD CARE CO-OP","RECORDED","CHCA","CHILD CARE","144.990478","-37.782272","116428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","HEPBURN SHIRE","118455","CLUNES NEIGHBOURHOOD HOUSE CRECHE","RECORDED","CHCA","CHILD CARE","143.782868","-37.301959","118210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MORELAND CITY","116679","COBURG & PASCOE VALE SOUTH CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","144.945745","-37.74028","116434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MELTON CITY","116682","COBURNS ROAD CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","144.565868","-37.697923","116437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","MONASH CITY","116693","COLUMBIA PARK CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.184818","-37.913862","116448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","YARRA RANGES SHIRE","116698","COMO PARK CHILD CARE & KINDERGARTEN","RECORDED","CHCA","CHILD CARE","145.365873","-37.751137","116453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","YARRA CITY","116703","COOKE COURT CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.000263","-37.811439","116458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","FRANKSTON CITY","116712","CORE HEALTH CHILD CARE","RECORDED","CHCA","CHILD CARE","145.125284","-38.131572","116467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","GREATER GEELONG CITY","116713","CORIO BAY SENIOR COLLEGE CHILD CARE CENTRE INC","RECORDED","CHCA","CHILD CARE","144.354718","-38.078373","116468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","HUME CITY","116728","CRAIGIEBURN LEISURE CENTRE CRECHE","RECORDED","CHCA","CHILD CARE","144.934478","-37.598864","116483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIC","FRANKSTON CITY","116740","CRICKLEWOOD CHILD CARE CENTRE","RECORDED","CHCA","CHILD CARE","145.173607","-38.155709","116495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
